Timestamp,Review,Mode,Pre_Lat_ms,Inf_Lat_ms,Post_Lat_ms,Pre_E_mJ,Inf_E_mJ,Post_E_mJ,Pre_Max_V,Pre_Mean_V,Pre_Max_C,Pre_Mean_C,Inf_Max_V,Inf_Mean_V,Inf_Max_C,Inf_Mean_C,Post_Max_V,Post_Mean_V,Post_Max_C,Post_Mean_C,Pre_Pwr_mW,Inf_Pwr_mW,Post_Pwr_mW
2025-07-30 14:16:02,000000000001.jpg,CPU
2025-07-30 14:16:04,000000000016.jpg,CPU
2025-07-30 14:16:07,000000000019.jpg,CPU
2025-07-30 14:16:09,000000000057.jpg,CPU
2025-07-30 14:16:11,000000000063.jpg,CPU
2025-07-30 14:16:13,000000000069.jpg,CPU
2025-07-30 14:16:15,000000000080.jpg,CPU
2025-07-30 14:16:17,000000000090.jpg,CPU
2025-07-30 14:16:19,000000000106.jpg,CPU
2025-07-30 14:16:21,000000000108.jpg,CPU
2025-07-30 14:16:23,000000000128.jpg,CPU
2025-07-30 14:16:25,000000000155.jpg,CPU
2025-07-30 14:16:27,000000000161.jpg,CPU
2025-07-30 14:16:29,000000000171.jpg,CPU
2025-07-30 14:16:31,000000000178.jpg,CPU
2025-07-30 14:16:33,000000000180.jpg,CPU
2025-07-30 14:16:35,000000000183.jpg,CPU
2025-07-30 14:16:37,000000000188.jpg,CPU
2025-07-30 14:16:40,000000000191.jpg,CPU
2025-07-30 14:16:42,000000000202.jpg,CPU
2025-07-30 14:16:44,000000000205.jpg,CPU
2025-07-30 14:16:46,000000000212.jpg,CPU
2025-07-30 14:16:48,000000000229.jpg,CPU
2025-07-30 14:16:50,000000000251.jpg,CPU
2025-07-30 14:16:52,000000000275.jpg,CPU
2025-07-30 14:16:54,000000000276.jpg,CPU
2025-07-30 14:16:56,000000000311.jpg,CPU
2025-07-30 14:16:58,000000000318.jpg,CPU
2025-07-30 14:17:00,000000000345.jpg,CPU
2025-07-30 14:17:02,000000000408.jpg,CPU
2025-07-30 14:17:04,000000000416.jpg,CPU
2025-07-30 14:17:06,000000000427.jpg,CPU
2025-07-30 14:17:08,000000000448.jpg,CPU
2025-07-30 14:17:10,000000000453.jpg,CPU
2025-07-30 14:17:13,000000000456.jpg,CPU
2025-07-30 14:17:15,000000000463.jpg,CPU
2025-07-30 14:17:17,000000000492.jpg,CPU
2025-07-30 14:17:19,000000000509.jpg,CPU
2025-07-30 14:17:21,000000000527.jpg,CPU
2025-07-30 14:17:23,000000000535.jpg,CPU
2025-07-30 14:17:25,000000000549.jpg,CPU
2025-07-30 14:17:27,000000000552.jpg,CPU
2025-07-30 14:17:29,000000000554.jpg,CPU
2025-07-30 14:17:31,000000000570.jpg,CPU
2025-07-30 14:17:33,000000000619.jpg,CPU
2025-07-30 14:17:35,000000000647.jpg,CPU
